令和6年1月1日住民基本台帳年齢階級別人口（都道府県別）（総計）,,,,,,,,,,,,,,,,,,,,,,,,
,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳～94歳,95歳～99歳,100歳以上
030007,岩手県,計,1172349 ,31331 ,41860 ,47823 ,50500 ,47421 ,45768 ,50512 ,59723 ,69375 ,80669 ,81345 ,76927 ,81441 ,87500 ,98241 ,75462 ,62423 ,48452 ,26132 ,8086 ,1082 
030007,岩手県,男,566194 ,16080 ,21410 ,24517 ,25898 ,24863 ,24375 ,26193 ,30806 ,35590 ,41459 ,41848 ,38438 ,40623 ,43114 ,47029 ,34108 ,24553 ,16423 ,7075 ,1594 ,111 
030007,岩手県,女,606155 ,15251 ,20450 ,23306 ,24602 ,22558 ,21393 ,24319 ,28917 ,33785 ,39210 ,39497 ,38489 ,40818 ,44386 ,51212 ,41354 ,37870 ,32029 ,19057 ,6492 ,971 
040002,宮城県,計,2242389 ,68926 ,87428 ,95798 ,101260 ,113817 ,110325 ,113521 ,132877 ,148947 ,165687 ,164824 ,142418 ,139807 ,146722 ,166480 ,125877 ,97881 ,69730 ,37157 ,11250 ,1586 
040002,宮城県,男,1093624 ,35278 ,45016 ,48919 ,51847 ,58439 ,56925 ,57955 ,67686 ,75424 ,84176 ,83804 ,71360 ,69049 ,71499 ,79300 ,58001 ,41230 ,24800 ,10456 ,2256 ,174 
040002,宮城県,女,1148765 ,33648 ,42412 ,46879 ,49413 ,55378 ,53400 ,55566 ,65191 ,73523 ,81511 ,81020 ,71058 ,70758 ,75223 ,87180 ,67876 ,56651 ,44930 ,26701 ,8994 ,1412 
050008,秋田県,計,924620 ,21338 ,28453 ,33577 ,36571 ,32493 ,31008 ,34656 ,44068 ,52717 ,62077 ,62046 ,59397 ,67827 ,75710 ,87024 ,65869 ,53289 ,43909 ,24336 ,7057 ,902 
050008,秋田県,男,437767 ,10934 ,14573 ,17104 ,18729 ,17029 ,16450 ,18080 ,22579 ,27069 ,32088 ,31065 ,29239 ,33132 ,36402 ,41126 ,29257 ,20525 ,14648 ,6236 ,1253 ,81 
050008,秋田県,女,486853 ,10404 ,13880 ,16473 ,17842 ,15464 ,14558 ,16576 ,21489 ,25648 ,29989 ,30981 ,30158 ,34695 ,39308 ,45898 ,36612 ,32764 ,29261 ,18100 ,5804 ,821 
060003,山形県,計,1027509 ,29195 ,37685 ,42488 ,45623 ,43141 ,39564 ,43533 ,53445 ,61175 ,68751 ,68049 ,64408 ,70739 ,76945 ,88349 ,66117 ,52690 ,42125 ,24360 ,7741 ,1084 
060003,山形県,男,498435 ,15036 ,19259 ,21801 ,23503 ,22836 ,21109 ,22541 ,27565 ,31337 ,35346 ,34371 ,31839 ,34799 ,37761 ,43084 ,31055 ,21874 ,14905 ,6759 ,1469 ,137 
060003,山形県,女,529074 ,14159 ,18426 ,20687 ,22120 ,20305 ,18455 ,20992 ,25880 ,29838 ,33405 ,33678 ,32569 ,35940 ,39184 ,45265 ,35062 ,30816 ,27220 ,17601 ,6272 ,947 
070009,福島県,計,1795219 ,52093 ,68538 ,73423 ,80456 ,79799 ,76680 ,83477 ,97887 ,107794 ,122222 ,123039 ,115484 ,124119 ,134011 ,148918 ,108343 ,86122 ,63454 ,35885 ,11379 ,1590 
070009,福島県,男,882650 ,26557 ,34823 ,37972 ,41484 ,42301 ,41114 ,44167 ,51086 ,56112 ,63500 ,63163 ,58157 ,62199 ,66415 ,72757 ,50815 ,35938 ,21972 ,9604 ,2163 ,213 
070009,福島県,女,912569 ,25536 ,33715 ,35451 ,38972 ,37498 ,35566 ,39310 ,46801 ,51682 ,58722 ,59876 ,57327 ,61920 ,67596 ,76161 ,57528 ,50184 ,41482 ,26281 ,9216 ,1377 
080004,茨城県,計,2865690 ,87081 ,110339 ,121947 ,130201 ,141508 ,138524 ,141762 ,162005 ,179508 ,207695 ,220561 ,186897 ,173950 ,184868 ,217296 ,180644 ,139386 ,84301 ,42128 ,13197 ,1889 
080004,茨城県,男,1439050 ,44550 ,56696 ,62749 ,67075 ,76074 ,76463 ,77017 ,86046 ,94233 ,109006 ,115108 ,96075 ,87533 ,91660 ,104570 ,84212 ,62154 ,32778 ,12184 ,2651 ,215 
080004,茨城県,女,1426640 ,42531 ,53643 ,59198 ,63126 ,65434 ,62061 ,64745 ,75959 ,85275 ,98689 ,105453 ,90822 ,86417 ,93208 ,112726 ,96432 ,77232 ,51523 ,29944 ,10546 ,1674 
090000,栃木県,計,1916787 ,57956 ,74442 ,81744 ,87970 ,92619 ,90767 ,94306 ,110436 ,122259 ,141294 ,146903 ,124540 ,118466 ,127199 ,147603 ,117887 ,86873 ,54929 ,28405 ,8943 ,1245 
090000,栃木県,男,959226 ,29883 ,38519 ,41930 ,45405 ,48901 ,49652 ,50776 ,58178 ,64165 ,73912 ,76563 ,63528 ,59727 ,63252 ,71651 ,55215 ,37731 ,20344 ,8018 ,1718 ,158 
090000,栃木県,女,957561 ,28073 ,35923 ,39814 ,42565 ,43718 ,41115 ,43530 ,52258 ,58094 ,67382 ,70340 ,61012 ,58739 ,63947 ,75952 ,62672 ,49142 ,34585 ,20387 ,7225 ,1087 
100005,群馬県,計,1919232 ,58651 ,72232 ,81220 ,89503 ,96762 ,92819 ,92580 ,102876 ,115703 ,139114 ,149708 ,127626 ,115048 ,120523 ,143646 ,124077 ,94830 ,59601 ,31344 ,9819 ,1452 
100005,群馬県,男,952484 ,30118 ,37058 ,41547 ,46124 ,51439 ,49870 ,49495 ,54013 ,60296 ,71893 ,76948 ,64953 ,57994 ,59886 ,68962 ,57731 ,40714 ,22129 ,9106 ,2021 ,154 
100005,群馬県,女,966748 ,28533 ,35174 ,39673 ,43379 ,45323 ,42949 ,43085 ,48863 ,55407 ,67221 ,72760 ,62673 ,57054 ,60637 ,74684 ,66346 ,54116 ,37472 ,22238 ,7798 ,1298 
110001,埼玉県,計,7378639 ,242229 ,290887 ,311204 ,327104 ,379971 ,407254 ,405402 ,436306 ,478753 ,561082 ,620285 ,512407 ,421069 ,398223 ,483336 ,442577 ,352973 ,199264 ,82868 ,22131 ,3261 
110001,埼玉県,男,3680089 ,124153 ,149249 ,159617 ,167707 ,194948 ,208852 ,210954 ,227355 ,248895 ,292694 ,323259 ,265044 ,215057 ,198190 ,229602 ,201414 ,153462 ,79199 ,25512 ,4510 ,386 
110001,埼玉県,女,3698550 ,118076 ,141638 ,151587 ,159397 ,185023 ,198402 ,194448 ,208951 ,229858 ,268388 ,297026 ,247363 ,206012 ,200033 ,253734 ,241163 ,199511 ,120065 ,57356 ,17621 ,2875 
120006,千葉県,計,6310158 ,205122 ,245160 ,263017 ,278299 ,327831 ,346684 ,339045 ,370904 ,405695 ,471756 ,522223 ,432200 ,361103 ,345394 ,420019 ,386419 ,304630 ,179480 ,79974 ,22055 ,3145 
120006,千葉県,男,3141283 ,104885 ,125735 ,135329 ,142896 ,168988 ,179853 ,177056 ,193085 ,210547 ,244935 ,270575 ,223804 ,184136 ,170858 ,199482 ,176065 ,132757 ,70769 ,24617 ,4551 ,360 
120006,千葉県,女,3168875 ,100237 ,119425 ,127688 ,135403 ,158843 ,166831 ,161989 ,177819 ,195148 ,226821 ,251648 ,208396 ,176967 ,174536 ,220537 ,210354 ,171873 ,108711 ,55357 ,17504 ,2785 
130001,東京都,計,13911902 ,466743 ,536709 ,537279 ,548793 ,793014 ,1007216 ,929333 ,947648 ,997493 ,1089220 ,1154965 ,986037 ,774109 ,642796 ,713859 ,661303 ,539582 ,355644 ,173372 ,49345 ,7340 
130001,東京都,男,6830918 ,238893 ,274253 ,275600 ,280468 ,398810 ,506530 ,470859 ,480920 ,507813 ,552369 ,581510 ,505460 ,393687 ,319031 ,340747 ,296062 ,218971 ,127226 ,50487 ,10241 ,935 
130001,東京都,女,7080984 ,227850 ,262456 ,261679 ,268325 ,394204 ,500686 ,458474 ,466728 ,489680 ,536851 ,573455 ,480577 ,380422 ,323765 ,373112 ,365241 ,320611 ,228418 ,122885 ,39104 ,6405 
140007,神奈川県,計,9208688 ,302662 ,358751 ,385611 ,404087 ,487870 ,535864 ,506662 ,544200 ,602535 ,707144 ,794328 ,682190 ,542773 ,467810 ,551659 ,510084 ,415351 ,254632 ,116819 ,32778 ,4862 
140007,神奈川県,男,4581796 ,155165 ,183753 ,197478 ,207985 ,249764 ,278085 ,263923 ,281888 ,310403 ,363266 ,407347 ,355486 ,280238 ,233523 ,263135 ,231110 ,177173 ,98626 ,35696 ,7081 ,663 
140007,神奈川県,女,4626892 ,147497 ,174998 ,188133 ,196102 ,238106 ,257779 ,242739 ,262312 ,292132 ,343878 ,386981 ,326704 ,262535 ,234287 ,288524 ,278974 ,238178 ,156006 ,81123 ,25697 ,4199 
150002,新潟県,計,2137672 ,62083 ,78423 ,88686 ,93680 ,91762 ,87782 ,94913 ,112713 ,127880 ,150877 ,153161 ,140149 ,137458 ,149403 ,176113 ,139759 ,109839 ,80393 ,45209 ,14813 ,2348 
150002,新潟県,男,1040012 ,31646 ,40224 ,45503 ,48185 ,48052 ,46218 ,49321 ,58275 ,65600 ,77187 ,78318 ,70254 ,68635 ,73728 ,84265 ,64763 ,45921 ,28511 ,12315 ,2775 ,240 
150002,新潟県,女,1097660 ,30437 ,38199 ,43183 ,45495 ,43710 ,41564 ,45592 ,54438 ,62280 ,73690 ,74843 ,69895 ,68823 ,75675 ,91848 ,74996 ,63918 ,51882 ,32894 ,12038 ,2108 
160008,富山県,計,1019004 ,31144 ,37364 ,41060 ,45228 ,48462 ,46510 ,45345 ,51677 ,58604 ,74565 ,80018 ,65527 ,61268 ,62831 ,77884 ,73793 ,54255 ,35735 ,20311 ,6442 ,981 
160008,富山県,男,496416 ,16025 ,19200 ,21148 ,23340 ,25787 ,25092 ,24263 ,26938 ,30487 ,38533 ,41029 ,32725 ,30262 ,30213 ,36392 ,33588 ,22571 ,12350 ,5201 ,1159 ,113 
160008,富山県,女,522588 ,15119 ,18164 ,19912 ,21888 ,22675 ,21418 ,21082 ,24739 ,28117 ,36032 ,38989 ,32802 ,31006 ,32618 ,41492 ,40205 ,31684 ,23385 ,15110 ,5283 ,868 
170003,石川県,計,1109226 ,36799 ,44413 ,48428 ,52430 ,58553 ,53205 ,52171 ,58292 ,65313 ,81181 ,85520 ,70772 ,65934 ,67407 ,79480 ,74646 ,54098 ,34119 ,19237 ,6260 ,968 
170003,石川県,男,538216 ,18824 ,22880 ,24827 ,26855 ,31037 ,27986 ,26980 ,29870 ,33123 ,41516 ,43001 ,35011 ,32154 ,32311 ,37076 ,34019 ,22738 ,11762 ,5007 ,1123 ,116 
170003,石川県,女,571010 ,17975 ,21533 ,23601 ,25575 ,27516 ,25219 ,25191 ,28422 ,32190 ,39665 ,42519 ,35761 ,33780 ,35096 ,42404 ,40627 ,31360 ,22357 ,14230 ,5137 ,852 
180009,福井県,計,752390 ,25453 ,30460 ,33950 ,36035 ,36348 ,34586 ,35484 ,40237 ,43952 ,52010 ,54478 ,47910 ,47763 ,48262 ,56996 ,46760 ,36478 ,25440 ,14468 ,4661 ,644 
180009,福井県,男,366747 ,13065 ,15673 ,17474 ,18441 ,18931 ,18272 ,18648 ,20624 ,22396 ,26599 ,27666 ,23753 ,23336 ,23585 ,27270 ,21467 ,15473 ,9008 ,4088 ,906 ,59 
180009,福井県,女,385643 ,12388 ,14787 ,16476 ,17594 ,17417 ,16314 ,16836 ,19613 ,21556 ,25411 ,26812 ,24157 ,24427 ,24677 ,29726 ,25293 ,21005 ,16432 ,10380 ,3755 ,585 
190004,山梨県,計,806369 ,25270 ,30347 ,33002 ,37000 ,40030 ,37116 ,37267 ,41582 ,45835 ,54391 ,60918 ,56506 ,53059 ,53443 ,60442 ,50313 ,40909 ,27261 ,15506 ,5157 ,875 
190004,山梨県,男,396452 ,12817 ,15496 ,16928 ,18923 ,21215 ,20089 ,19681 ,21628 ,23531 ,27902 ,31222 ,28382 ,26644 ,26347 ,29091 ,23307 ,17547 ,10017 ,4422 ,1081 ,111 
190004,山梨県,女,409917 ,12453 ,14851 ,16074 ,18077 ,18815 ,17027 ,17586 ,19954 ,22304 ,26489 ,29696 ,28124 ,26415 ,27096 ,31351 ,27006 ,23362 ,17244 ,11084 ,4076 ,764 
200000,長野県,計,2028135 ,63854 ,78901 ,87594 ,93764 ,91750 ,88464 ,90340 ,103316 ,117707 ,144659 ,152341 ,133882 ,126490 ,128507 ,149825 ,133532 ,107119 ,74134 ,43807 ,15370 ,2414 
200000,長野県,男,993384 ,32892 ,40627 ,44832 ,48163 ,47978 ,47084 ,47009 ,53119 ,60037 ,74031 ,78046 ,67323 ,62946 ,63462 ,72068 ,62039 ,46379 ,28139 ,13432 ,3307 ,345 
200000,長野県,女,1034751 ,30962 ,38274 ,42762 ,45601 ,43772 ,41380 ,43331 ,50197 ,57670 ,70628 ,74295 ,66559 ,63544 ,65045 ,77757 ,71493 ,60740 ,45995 ,30375 ,12063 ,2069 
210005,岐阜県,計,1967862 ,61531 ,77800 ,88408 ,93491 ,99435 ,91566 ,90247 ,103507 ,115140 ,139650 ,150739 ,130144 ,121304 ,120040 ,145483 ,129192 ,100797 ,65084 ,32771 ,9947 ,1500 
210005,岐阜県,男,959742 ,31433 ,39866 ,45350 ,47629 ,51467 ,48024 ,47271 ,53391 ,58745 ,71586 ,76219 ,64794 ,59243 ,57644 ,68630 ,59695 ,42893 ,24162 ,9547 ,1977 ,154 
210005,岐阜県,女,1008120 ,30098 ,37934 ,43058 ,45862 ,47968 ,43542 ,42976 ,50116 ,56395 ,68064 ,74520 ,65350 ,62061 ,62396 ,76853 ,69497 ,57904 ,40922 ,23224 ,7970 ,1346 
220001,静岡県,計,3606469 ,110576 ,139107 ,157971 ,165250 ,169853 ,168823 ,171141 ,198146 ,219076 ,256892 ,279339 ,242472 ,223154 ,224438 ,266000 ,231731 ,183681 ,117765 ,59591 ,18584 ,2842 
220001,静岡県,男,1784266 ,56695 ,71515 ,81187 ,84970 ,89435 ,90946 ,90822 ,103721 ,113411 ,132511 ,143418 ,123588 ,112064 ,111074 ,127579 ,106636 ,78974 ,44083 ,17488 ,3811 ,327 
220001,静岡県,女,1822203 ,53881 ,67592 ,76784 ,80280 ,80418 ,77877 ,80319 ,94425 ,105665 ,124381 ,135921 ,118884 ,111090 ,113364 ,138421 ,125095 ,104707 ,73682 ,42103 ,14773 ,2515 
230006,愛知県,計,7500882 ,271987 ,322157 ,345678 ,356188 ,411603 ,434390 ,420627 ,453299 ,484158 ,560961 ,609530 ,504952 ,424493 ,380476 ,449861 ,420988 ,331022 ,199583 ,90225 ,25045 ,3581 
230006,愛知県,男,3753465 ,139791 ,165218 ,177274 ,182835 ,215510 ,230509 ,223512 ,238814 ,253066 ,290379 ,314831 ,260849 ,215042 ,188717 ,212839 ,192358 ,142749 ,76651 ,26909 ,5145 ,427 
230006,愛知県,女,3747417 ,132196 ,156939 ,168404 ,173353 ,196093 ,203881 ,197115 ,214485 ,231092 ,270582 ,294699 ,244103 ,209451 ,191759 ,237022 ,228630 ,188273 ,122932 ,63316 ,19900 ,3154 
240001,三重県,計,1757527 ,56113 ,68621 ,77359 ,81606 ,87131 ,85501 ,84504 ,94848 ,103437 ,124848 ,135720 ,117123 ,109553 ,106497 ,125450 ,112849 ,88064 ,58267 ,29755 ,8875 ,1288 
240001,三重県,男,862261 ,28911 ,35223 ,39666 ,41622 ,45540 ,46101 ,44809 ,49603 ,53427 ,63828 ,69137 ,58699 ,53857 ,51550 ,58933 ,51412 ,37582 ,21663 ,8729 ,1830 ,129 
240001,三重県,女,895266 ,27202 ,33398 ,37693 ,39984 ,41591 ,39400 ,39695 ,45245 ,50010 ,61020 ,66583 ,58424 ,55696 ,54947 ,66517 ,61437 ,50482 ,36604 ,21026 ,7045 ,1159 
250007,滋賀県,計,1410534 ,52472 ,63344 ,69182 ,70774 ,74910 ,71490 ,72350 ,82360 ,90294 ,104798 ,108391 ,89739 ,81831 ,79587 ,93134 ,80099 ,60126 ,38374 ,20025 ,6288 ,917 
250007,滋賀県,男,696879 ,26906 ,32609 ,35491 ,36599 ,39720 ,37982 ,37670 ,42387 ,45871 ,52800 ,55010 ,44963 ,40071 ,38827 ,44431 ,37130 ,26406 ,14635 ,5933 ,1320 ,97 
250007,滋賀県,女,713655 ,25566 ,30735 ,33691 ,34175 ,35190 ,33508 ,34680 ,39973 ,44423 ,51998 ,53381 ,44776 ,41760 ,40760 ,48703 ,42969 ,33720 ,23739 ,14092 ,4968 ,820 
260002,京都府,計,2488075 ,78427 ,95846 ,104466 ,115023 ,140348 ,127305 ,118470 ,132677 ,148313 ,181850 ,198738 ,166981 ,144713 ,135640 ,172399 ,163478 ,127140 ,81033 ,40634 ,12463 ,2048 
260002,京都府,男,1190865 ,40270 ,49129 ,53787 ,58798 ,71846 ,64319 ,59216 ,66007 ,73067 ,90010 ,98340 ,81990 ,70252 ,64753 ,79085 ,72401 ,52973 ,30102 ,11787 ,2478 ,207 
260002,京都府,女,1297210 ,38157 ,46717 ,50679 ,56225 ,68502 ,62986 ,59254 ,66670 ,75246 ,91840 ,100398 ,84991 ,74461 ,70887 ,93314 ,91077 ,74167 ,50931 ,28847 ,9985 ,1841 
270008,大阪府,計,8775708 ,299693 ,339207 ,365051 ,389057 ,485051 ,518416 ,482596 ,504082 ,537864 ,646220 ,735428 ,611493 ,497083 ,440278 ,551245 ,528605 ,433056 ,260969 ,114990 ,30689 ,4608 
270008,大阪府,男,4220992 ,153481 ,173643 ,186755 ,198806 ,244256 ,257513 ,241469 ,252297 ,267717 ,320479 ,365471 ,303205 ,244958 ,212201 ,254444 ,232170 ,177565 ,95562 ,32486 ,5995 ,507 
270008,大阪府,女,4554716 ,146212 ,165564 ,178296 ,190251 ,240795 ,260903 ,241127 ,251785 ,270147 ,325741 ,369957 ,308288 ,252125 ,228077 ,296801 ,296435 ,255491 ,165407 ,82504 ,24694 ,4101 
280003,兵庫県,計,5426863 ,181489 ,219705 ,240973 ,251417 ,273711 ,258739 ,260115 ,295335 ,327400 ,394761 ,438385 ,372084 ,330780 ,313219 ,375602 ,341809 ,265471 ,170557 ,86116 ,25328 ,3864 
280003,兵庫県,男,2596299 ,92870 ,112835 ,123358 ,128563 ,138998 ,129583 ,130350 ,147808 ,161559 ,194224 ,215673 ,181786 ,159675 ,149928 ,174359 ,152165 ,110426 ,61977 ,24475 ,5248 ,438 
280003,兵庫県,女,2830564 ,88619 ,106870 ,117615 ,122854 ,134713 ,129156 ,129765 ,147527 ,165841 ,200537 ,222712 ,190298 ,171105 ,163291 ,201243 ,189644 ,155045 ,108580 ,61641 ,20080 ,3426 
290009,奈良県,計,1315207 ,40214 ,50323 ,56464 ,61266 ,63344 ,55661 ,57312 ,67172 ,74496 ,91450 ,102549 ,90377 ,81619 ,81289 ,100499 ,92362 ,73735 ,45060 ,21946 ,6718 ,1099 
290009,奈良県,男,623048 ,20664 ,25745 ,28897 ,31023 ,31881 ,27427 ,28382 ,33080 ,36225 ,44797 ,49818 ,43343 ,38807 ,38275 ,46231 ,41188 ,31669 ,17603 ,6368 ,1378 ,127 
290009,奈良県,女,692159 ,19550 ,24578 ,27567 ,30243 ,31463 ,28234 ,28930 ,34092 ,38271 ,46653 ,52731 ,47034 ,42812 ,43014 ,54268 ,51174 ,42066 ,27457 ,15578 ,5340 ,972 
300004,和歌山県,計,913297 ,27677 ,34048 ,37842 ,39632 ,40438 ,37999 ,39584 ,46344 ,50464 ,61307 ,68733 ,61690 ,60281 ,60361 ,72115 ,63757 ,51004 ,34331 ,18627 ,5879 ,931 
300004,和歌山県,男,432514 ,14211 ,17436 ,19241 ,20412 ,20793 ,19509 ,20235 ,23356 ,25059 ,30713 ,33889 ,29205 ,28729 ,28768 ,33459 ,28294 ,20852 ,11942 ,5070 ,1112 ,104 
300004,和歌山県,女,480783 ,13466 ,16612 ,18601 ,19220 ,19645 ,18490 ,19349 ,22988 ,25405 ,30594 ,34844 ,32485 ,31552 ,31593 ,38656 ,35463 ,30152 ,22389 ,13557 ,4767 ,827 
310000,鳥取県,計,540207 ,18608 ,22412 ,24087 ,24793 ,23660 ,21769 ,23699 ,28898 ,32960 ,37030 ,36803 ,32470 ,34436 ,37846 ,43005 ,34820 ,25960 ,19994 ,11931 ,4220 ,641 
310000,鳥取県,男,259098 ,9564 ,11621 ,12240 ,12742 ,12277 ,11187 ,12015 ,14670 ,16823 ,18850 ,18568 ,15947 ,16643 ,18435 ,20421 ,15855 ,10433 ,6769 ,3158 ,763 ,62 
310000,鳥取県,女,281109 ,9044 ,10791 ,11847 ,12051 ,11383 ,10582 ,11684 ,14228 ,16137 ,18180 ,18235 ,16523 ,17793 ,19411 ,22584 ,18965 ,15527 ,13225 ,8773 ,3457 ,579 
320005,島根県,計,650624 ,21731 ,26768 ,28886 ,29634 ,27522 ,25944 ,27903 ,33015 ,37359 ,43342 ,42875 ,37877 ,40810 ,44490 ,53429 ,44720 ,33499 ,27135 ,16656 ,5788 ,1036 
320005,島根県,男,313429 ,11050 ,13817 ,14855 ,15167 ,14385 ,13516 ,14295 ,16813 ,19111 ,22424 ,21748 ,18800 ,20136 ,22048 ,25862 ,20715 ,13595 ,9379 ,4501 ,1037 ,109 
320005,島根県,女,337195 ,10681 ,12951 ,14031 ,14467 ,13137 ,12428 ,13608 ,16202 ,18248 ,20918 ,21127 ,19077 ,20674 ,22442 ,27567 ,24005 ,19904 ,17756 ,12155 ,4751 ,927 
330001,岡山県,計,1851125 ,64491 ,76603 ,83054 ,86446 ,94511 ,90393 ,89632 ,101307 ,109624 ,130936 ,137668 ,112520 ,106462 ,110668 ,131379 ,122145 ,91711 ,62758 ,35815 ,11186 ,1752 
330001,岡山県,男,894879 ,33124 ,39354 ,42615 ,44796 ,48127 ,46656 ,45778 ,51390 ,55472 ,66180 ,69247 ,55553 ,51898 ,53768 ,61899 ,55341 ,38574 ,22640 ,10039 ,2217 ,184 
330001,岡山県,女,956246 ,31367 ,37249 ,40439 ,41650 ,46384 ,43737 ,43854 ,49917 ,54152 ,64756 ,68421 ,56967 ,54564 ,56900 ,69480 ,66804 ,53137 ,40118 ,25776 ,8969 ,1568 
340006,広島県,計,2750540 ,93392 ,114174 ,126046 ,128151 ,137021 ,133251 ,135220 ,151308 ,165816 ,198905 ,212062 ,173813 ,158782 ,160265 ,195293 ,178611 ,134566 ,88427 ,47051 ,15663 ,2723 
340006,広島県,男,1337049 ,48031 ,58312 ,64565 ,65593 ,71778 ,70140 ,70938 ,77759 ,84163 ,100311 ,106570 ,85953 ,77764 ,77598 ,91839 ,81099 ,56052 ,32208 ,13030 ,3016 ,330 
340006,広島県,女,1413491 ,45361 ,55862 ,61481 ,62558 ,65243 ,63111 ,64282 ,73549 ,81653 ,98594 ,105492 ,87860 ,81018 ,82667 ,103454 ,97512 ,78514 ,56219 ,34021 ,12647 ,2393 
350001,山口県,計,1310109 ,40158 ,48901 ,55670 ,58342 ,58282 ,53199 ,54817 ,64764 ,73427 ,89245 ,94890 ,80261 ,79017 ,86878 ,110737 ,96107 ,74992 ,51526 ,28276 ,9039 ,1546 
350001,山口県,男,624841 ,20481 ,25319 ,28412 ,29872 ,30454 ,28096 ,28728 ,33146 ,37257 ,45306 ,47572 ,38894 ,38190 ,41621 ,52022 ,42296 ,30009 ,17776 ,7582 ,1613 ,190 
350001,山口県,女,685268 ,19677 ,23582 ,27258 ,28470 ,27828 ,25103 ,26089 ,31618 ,36170 ,43939 ,47318 ,41367 ,40827 ,45257 ,58715 ,53811 ,44983 ,33750 ,20694 ,7426 ,1356 
360007,徳島県,計,710012 ,21446 ,26541 ,29111 ,30222 ,30845 ,28734 ,30398 ,36888 ,42106 ,48946 ,50565 ,44858 ,45224 ,50489 ,59732 ,49313 ,36677 ,26703 ,15455 ,4859 ,745 
360007,徳島県,男,340557 ,11084 ,13740 ,15007 ,15503 ,15844 ,14987 ,15673 ,18755 ,21481 ,24538 ,24918 ,21685 ,21735 ,24334 ,28650 ,22852 ,15126 ,9444 ,4154 ,890 ,91 
360007,徳島県,女,369455 ,10362 ,12801 ,14104 ,14719 ,15001 ,13747 ,14725 ,18133 ,20625 ,24408 ,25647 ,23173 ,23489 ,26155 ,31082 ,26461 ,21551 ,17259 ,11301 ,3969 ,654 
370002,香川県,計,948585 ,30580 ,37803 ,41700 ,43680 ,45403 ,42217 ,43552 ,50853 ,57052 ,69074 ,70794 ,58097 ,55448 ,59553 ,72538 ,65296 ,46339 ,32796 ,18782 ,6071 ,957 
370002,香川県,男,459894 ,15643 ,19416 ,21485 ,22280 ,23621 ,22320 ,22704 ,26208 ,28880 ,34845 ,35799 ,28636 ,27103 ,28723 ,34110 ,29951 ,19481 ,11839 ,5440 ,1289 ,121 
